id,booking_id,room_id,check_in_expected,check_out_expected,check_in_actual,check_out_actual,price_per_night
16482,16482,2,2018-09-04,2018-09-11,,,121.5
16483,16483,33,2018-10-14,2018-10-17,2018-10-14,2018-10-17,132.3
16484,16484,4,2018-09-15,2018-09-17,,,120.0
16485,16485,5,2018-06-06,2018-06-09,2018-06-06,2018-06-09,110.0
16486,16486,6,2018-10-28,2018-10-30,,,96.3
16487,16487,7,2017-08-14,2017-08-16,2017-08-14,2017-08-16,109.0
16488,16488,8,2017-10-13,2017-10-17,2017-10-13,2017-10-17,73.21
16489,16489,9,2018-05-03,2018-05-06,2018-05-03,2018-05-06,117.0
16490,16490,10,2018-03-22,2018-03-23,2018-03-22,2018-03-23,93.6
16491,16491,1,2018-04-26,2018-04-29,2018-04-26,2018-04-29,72.76
16492,16492,2,2018-03-24,2018-03-28,2018-03-24,2018-03-28,118.16
16493,16493,3,2018-07-06,2018-07-12,,,110.0
16494,16494,4,2018-03-29,2018-04-03,2018-03-29,2018-04-03,75.0
16495,16495,5,2018-12-21,2018-12-22,2018-12-21,2018-12-22,79.0
16496,16496,6,2017-11-20,2017-11-22,2017-11-20,2017-11-22,73.0
16497,16497,7,2018-03-23,2018-03-26,2018-03-23,2018-03-26,133.0
16498,16498,8,2018-06-30,2018-07-04,2018-06-30,2018-07-04,123.25
16499,16499,9,2018-04-04,2018-04-07,2018-04-04,2018-04-07,69.53
16500,16500,10,2018-02-17,2018-02-20,2018-02-17,2018-02-20,75.0
16501,16501,1,2017-09-19,2017-09-22,,,98.25
16502,16502,2,2017-09-15,2017-09-18,2017-09-15,2017-09-18,84.0
16503,16503,3,2017-07-06,2017-07-07,,,66.13
16504,16504,4,2018-03-04,2018-03-07,2018-03-04,2018-03-07,53.19
16505,16505,5,2018-03-13,2018-03-15,,,103.0
16506,16506,36,2018-06-14,2018-06-18,,,169.58
16507,16507,7,2018-07-24,2018-07-26,2018-07-24,2018-07-26,130.5
16508,16508,8,2018-05-16,2018-05-17,2018-05-16,2018-05-17,62.73
16509,16509,39,2018-09-16,2018-09-17,,,149.4
16510,16510,10,2018-09-02,2018-09-05,2018-09-02,2018-09-05,152.1
16511,16511,1,2018-09-17,2018-09-20,2018-09-17,2018-09-20,85.5
16512,16512,2,2018-04-06,2018-04-07,,,75.0
16513,16513,3,2018-10-31,2018-11-01,2018-10-31,2018-11-01,99.9
16514,16514,4,2018-09-11,2018-09-12,2018-09-11,2018-09-12,85.0
16515,16515,5,2018-07-22,2018-07-25,2018-07-22,2018-07-25,84.58
16516,16516,6,2018-10-07,2018-10-10,,,118.8
16517,16517,7,2018-03-15,2018-03-21,2018-03-15,2018-03-21,48.33
16518,16518,8,2018-10-14,2018-10-16,,,115.0
16519,16519,39,2018-06-14,2018-06-20,2018-06-14,2018-06-20,121.83
16520,16520,10,2018-03-12,2018-03-17,2018-03-12,2018-03-17,46.4
16521,16521,1,2018-10-15,2018-10-18,,,115.0
16522,16522,2,2018-04-23,2018-04-28,2018-04-23,2018-04-28,84.15
16523,16523,3,2018-10-23,2018-10-25,,,115.0
16524,16524,4,2017-09-18,2017-09-20,2017-09-18,2017-09-20,101.5
16525,16525,5,2018-02-26,2018-02-28,2018-02-26,2018-02-28,72.1
16526,16526,6,2018-03-02,2018-03-03,2018-03-02,2018-03-03,0.0
16527,16527,7,2018-08-08,2018-08-15,,,116.0
16528,16528,8,2018-06-03,2018-06-05,2018-06-03,2018-06-05,100.0
16529,16529,59,2017-08-22,2017-08-23,2017-08-22,2017-08-23,174.0
16530,16530,40,2017-11-01,2017-11-06,2017-11-01,2017-11-06,90.09
16531,16531,1,2017-09-21,2017-09-25,2017-09-21,2017-09-25,85.5
16532,16532,2,2018-03-14,2018-03-18,2018-03-14,2018-03-18,81.9
16533,16533,3,2018-04-30,2018-05-02,2018-04-30,2018-05-02,125.53
16534,16534,54,2018-10-15,2018-10-21,,,190.8
16535,16535,5,2018-09-19,2018-09-22,,,110.0
16536,16536,36,2018-01-15,2018-01-17,2018-01-15,2018-01-17,87.3
16537,16537,37,2018-04-21,2018-04-23,,,131.0
16538,16538,8,2018-12-08,2018-12-11,2018-12-08,2018-12-11,93.6
16539,16539,9,2018-10-13,2018-10-16,2018-10-13,2018-10-16,95.0
16540,16540,10,2018-10-04,2018-10-05,,,98.1
16541,16541,1,2017-10-09,2017-10-12,,,75.0
16542,16542,2,2018-08-11,2018-08-17,2018-08-11,2018-08-17,114.3
16543,16543,3,2018-01-19,2018-01-22,2018-01-19,2018-01-22,71.0
16544,16544,4,2018-09-08,2018-09-11,,,110.0
16545,16545,5,2018-04-11,2018-04-14,,,85.5
16546,16546,6,2018-03-28,2018-04-03,2018-03-28,2018-04-03,110.75
16547,16547,7,2018-03-16,2018-03-18,2018-03-16,2018-03-18,109.0
16548,16548,8,2018-05-04,2018-05-07,2018-05-04,2018-05-07,80.0
16549,16549,39,2018-10-15,2018-10-18,,,132.3
16550,16550,40,2018-05-16,2018-05-17,,,157.0
16551,16551,1,2017-10-06,2017-10-09,2017-10-06,2017-10-09,80.0
16552,16552,2,2018-09-28,2018-09-30,2018-09-28,2018-09-30,65.0
16553,16553,3,2018-06-06,2018-06-08,,,115.0
16554,16554,4,2017-10-10,2017-10-12,2017-10-10,2017-10-12,12.0
16555,16555,5,2018-09-21,2018-09-26,2018-09-21,2018-09-26,78.0
16556,16556,6,2018-04-28,2018-04-29,2018-04-28,2018-04-29,105.3
16557,16557,7,2018-08-02,2018-08-07,,,108.95
16558,16558,8,2018-11-13,2018-11-19,,,76.27
16559,16559,9,2018-05-26,2018-05-29,2018-05-26,2018-05-29,80.75
16560,16560,10,2018-06-30,2018-07-03,2018-06-30,2018-07-03,117.9
16561,16561,31,2018-02-26,2018-02-27,2018-02-26,2018-02-27,127.0
16562,16562,2,2018-04-20,2018-04-24,2018-04-20,2018-04-24,70.0
16563,16563,3,2018-09-15,2018-09-19,2018-09-15,2018-09-19,108.99
16564,16564,4,2018-09-02,2018-09-05,2018-09-02,2018-09-05,96.3
16565,16565,5,2017-12-17,2017-12-18,2017-12-17,2017-12-18,87.0
16566,16566,6,2018-05-22,2018-05-24,,,106.2
16567,16567,37,2018-10-10,2018-10-14,2018-10-10,2018-10-14,158.4
16568,16568,8,2017-09-21,2017-09-23,2017-09-21,2017-09-23,0.0
16569,16569,9,2018-04-23,2018-04-25,2018-04-23,2018-04-25,102.8
16570,16570,10,2018-09-02,2018-09-03,2018-09-02,2018-09-03,129.0
16571,16571,1,2018-05-24,2018-05-26,2018-05-24,2018-05-26,116.1
16572,16572,2,2017-10-15,2017-10-16,2017-10-15,2017-10-16,65.0
16573,16573,3,2018-02-19,2018-02-23,2018-02-19,2018-02-23,86.15
16574,16574,4,2018-07-08,2018-07-11,2018-07-08,2018-07-11,144.67
16575,16575,35,2018-02-05,2018-02-07,2018-02-05,2018-02-07,108.0
16576,16576,6,2018-06-30,2018-07-01,2018-06-30,2018-07-01,75.0
16577,16577,7,2018-09-15,2018-09-17,,,120.0
16578,16578,8,2018-07-18,2018-07-21,2018-07-18,2018-07-21,81.08
16579,16579,9,2018-02-11,2018-02-13,2018-02-11,2018-02-13,58.0
16580,16580,10,2018-05-19,2018-05-23,,,80.0
16581,16581,1,2018-04-23,2018-04-30,2018-04-23,2018-04-30,87.04
16582,16582,2,2018-03-21,2018-03-23,,,129.0
16583,16583,3,2018-07-25,2018-07-30,,,86.75
16584,16584,4,2017-12-24,2017-12-25,2017-12-24,2017-12-25,67.5
16585,16585,35,2018-02-27,2018-03-04,2018-02-27,2018-03-04,148.0
16586,16586,6,2018-10-06,2018-10-07,2018-10-06,2018-10-07,117.0
16587,16587,7,2018-07-03,2018-07-08,2018-07-03,2018-07-08,96.9
16588,16588,38,2018-07-04,2018-07-06,2018-07-04,2018-07-06,187.0
16589,16589,39,2018-10-05,2018-10-07,,,139.5
16590,16590,10,2018-10-30,2018-11-02,2018-10-30,2018-11-02,96.6
16591,16591,1,2017-08-14,2017-08-16,2017-08-14,2017-08-16,101.5
16592,16592,2,2018-11-18,2018-11-20,,,52.0
16593,16593,3,2018-05-19,2018-05-21,2018-05-19,2018-05-21,100.0
16594,16594,34,2018-04-11,2018-04-14,2018-04-11,2018-04-14,68.2
16595,16595,5,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
16596,16596,6,2018-04-17,2018-04-19,,,110.0
16597,16597,7,2017-10-16,2017-10-18,2017-10-16,2017-10-18,87.0
16598,16598,38,2018-10-17,2018-10-22,,,139.5
16599,16599,9,2017-10-25,2017-10-28,2017-10-25,2017-10-28,98.25
16600,16600,10,2018-12-02,2018-12-04,2018-12-02,2018-12-04,52.0
16601,16601,1,2018-05-12,2018-05-15,2018-05-12,2018-05-15,143.1
16602,16602,12,2017-08-06,2017-08-08,,,76.5
16603,16603,3,2017-12-26,2018-01-03,2017-12-26,2018-01-03,76.2
16604,16604,34,2018-04-30,2018-05-02,,,159.3
16605,16605,5,2018-10-30,2018-11-03,,,79.65
16606,16606,6,2018-06-12,2018-06-18,,,120.0
16607,16607,37,2018-07-20,2018-07-22,2018-07-20,2018-07-22,123.3
16608,16608,8,2017-10-16,2017-10-18,,,101.5
16609,16609,9,2018-12-08,2018-12-09,2018-12-08,2018-12-09,79.2
16610,16610,10,2018-02-28,2018-03-03,,,60.0
16611,16611,1,2018-08-16,2018-08-19,,,90.9
16612,16612,2,2018-03-17,2018-03-19,2018-03-17,2018-03-19,80.0
16613,16613,3,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
16614,16614,4,2018-09-14,2018-09-17,,,130.0
16615,16615,5,2018-08-28,2018-09-03,,,100.58
16616,16616,6,2018-03-20,2018-03-21,2018-03-20,2018-03-21,85.0
16617,16617,37,2018-05-25,2018-05-30,2018-05-25,2018-05-30,92.55
16618,16618,8,2018-01-22,2018-01-24,2018-01-22,2018-01-24,75.0
16619,16619,9,2018-09-30,2018-10-03,,,106.2
16620,16620,10,2018-06-20,2018-06-24,2018-06-20,2018-06-24,91.98
16621,16621,31,2018-07-12,2018-07-15,2018-07-12,2018-07-15,137.7
16622,16622,2,2018-06-23,2018-06-24,2018-06-23,2018-06-24,91.0
16623,16623,3,2018-11-06,2018-11-12,,,79.0
16624,16624,4,2018-01-10,2018-01-11,2018-01-10,2018-01-11,82.0
16625,16625,5,2018-05-20,2018-05-22,2018-05-20,2018-05-22,140.0
16626,16626,6,2018-04-06,2018-04-07,,,75.0
16627,16627,7,2018-05-09,2018-05-12,,,126.9
16628,16628,8,2018-03-07,2018-03-10,2018-03-07,2018-03-10,80.3
16629,16629,9,2018-08-12,2018-08-13,2018-08-12,2018-08-13,96.0
16630,16630,10,2018-03-04,2018-03-07,2018-03-04,2018-03-07,60.0
16631,16631,1,2018-06-01,2018-06-02,2018-06-01,2018-06-02,67.0
16632,16632,2,2018-06-28,2018-06-29,2018-06-28,2018-06-29,127.0
16633,16633,3,2018-08-29,2018-09-02,2018-08-29,2018-09-02,87.84
16634,16634,4,2018-02-18,2018-02-21,2018-02-18,2018-02-21,93.0
16635,16635,5,2018-09-29,2018-09-30,2018-09-29,2018-09-30,106.2
16636,16636,6,2018-11-18,2018-11-20,,,52.0
16637,16637,7,2018-01-15,2018-01-19,2018-01-15,2018-01-19,77.0
16638,16638,38,2018-10-26,2018-10-28,2018-10-26,2018-10-28,104.4
16639,16639,9,2017-08-07,2017-08-08,2017-08-07,2017-08-08,75.0
16640,16640,10,2018-04-15,2018-04-19,,,76.5
16641,16641,1,2018-10-02,2018-10-05,2018-10-02,2018-10-05,95.0
16642,16642,2,2018-01-18,2018-02-02,2018-01-18,2018-02-02,75.47
16643,16643,33,2018-02-03,2018-02-04,2018-02-03,2018-02-04,0.0
16644,16644,34,2018-07-26,2018-08-02,2018-07-26,2018-08-02,168.3
16645,16645,5,2018-06-30,2018-07-03,2018-06-30,2018-07-03,72.25
16646,16646,16,2018-09-11,2018-09-15,,,100.3
16647,16647,7,2018-06-26,2018-07-03,,,80.75
16648,16648,8,2018-03-14,2018-03-17,2018-03-14,2018-03-17,65.0
16649,16649,9,2017-07-11,2017-07-14,2017-07-11,2017-07-14,72.5
16650,16650,10,2018-05-13,2018-05-18,,,109.65
16651,16651,31,2018-07-05,2018-07-06,2018-07-05,2018-07-06,146.7
16652,16652,32,2018-08-04,2018-08-08,2018-08-04,2018-08-08,136.34
16653,16653,3,2018-08-20,2018-08-24,2018-08-20,2018-08-24,72.25
16654,16654,4,2018-02-09,2018-02-12,,,93.0
16655,16655,5,2018-06-07,2018-06-10,,,130.0
16656,16656,6,2018-12-08,2018-12-11,2018-12-08,2018-12-11,86.4
16657,16657,7,2018-12-05,2018-12-09,2018-12-05,2018-12-09,71.8
16658,16658,8,2018-10-28,2018-10-31,2018-10-28,2018-10-31,200.33
16659,16659,9,2018-09-17,2018-09-20,,,156.0
16660,16660,10,2018-11-23,2018-11-26,,,78.3
16661,16661,1,2018-09-19,2018-09-22,,,100.0
16662,16662,2,2018-03-03,2018-03-07,,,71.1
16663,16663,33,2018-05-19,2018-05-23,2018-05-19,2018-05-23,151.0
16664,16664,4,2018-10-11,2018-10-13,2018-10-11,2018-10-13,135.0
16665,16665,5,2018-03-25,2018-03-28,,,130.0
16666,16666,6,2017-08-16,2017-08-19,2017-08-16,2017-08-19,105.0
16667,16667,7,2018-01-02,2018-01-05,2018-01-02,2018-01-05,101.0
16668,16668,8,2018-11-11,2018-11-13,2018-11-11,2018-11-13,100.1
16669,16669,9,2017-09-02,2017-09-05,2017-09-02,2017-09-05,76.5
16670,16670,40,2018-06-07,2018-06-11,2018-06-07,2018-06-11,132.6
16671,16671,31,2018-04-17,2018-04-21,2018-04-17,2018-04-21,110.08
16672,16672,2,2018-09-12,2018-09-13,2018-09-12,2018-09-13,145.0
16673,16673,43,2018-07-06,2018-07-08,2018-07-06,2018-07-08,106.0
16674,16674,4,2018-05-13,2018-05-16,2018-05-13,2018-05-16,143.1
16675,16675,35,2017-10-16,2017-10-20,2017-10-16,2017-10-20,118.58
16676,16676,36,2018-04-09,2018-04-13,2018-04-09,2018-04-13,144.5
16677,16677,7,2018-03-02,2018-03-04,2018-03-02,2018-03-04,56.0
16678,16678,8,2018-03-26,2018-03-31,2018-03-26,2018-03-31,95.85
16679,16679,39,2018-06-29,2018-07-01,2018-06-29,2018-07-01,104.79
16680,16680,10,2018-06-23,2018-06-24,2018-06-23,2018-06-24,127.0
16681,16681,31,2018-09-20,2018-09-24,,,107.0
16682,16682,2,2018-11-02,2018-11-05,2018-11-02,2018-11-05,108.0
16683,16683,3,2018-05-28,2018-05-29,2018-05-28,2018-05-29,149.0
16684,16684,4,2018-11-25,2018-11-27,2018-11-25,2018-11-27,68.0
16685,16685,5,2018-01-23,2018-01-25,,,72.9
16686,16686,6,2018-06-24,2018-06-26,2018-06-24,2018-06-26,95.0
16687,16687,7,2017-10-27,2017-10-29,2017-10-27,2017-10-29,65.0
16688,16688,8,2018-12-27,2019-01-02,2018-12-27,2019-01-02,70.0
16689,16689,9,2018-06-17,2018-06-21,2018-06-17,2018-06-21,93.08
16690,16690,40,2018-03-22,2018-03-23,,,131.4
16691,16691,1,2018-04-24,2018-04-26,,,95.0
16692,16692,2,2018-01-19,2018-01-22,2018-01-19,2018-01-22,80.0
16693,16693,3,2018-10-17,2018-10-21,2018-10-17,2018-10-21,128.0
16694,16694,4,2018-09-04,2018-09-14,,,102.85
16695,16695,5,2018-01-04,2018-01-05,2018-01-04,2018-01-05,64.14
16696,16696,36,2017-12-20,2017-12-24,2017-12-20,2017-12-24,140.5
16697,16697,7,2018-10-18,2018-10-20,,,117.0
16698,16698,8,2017-09-01,2017-09-02,2017-09-01,2017-09-02,0.0
16699,16699,9,2018-02-01,2018-02-05,,,72.9
16700,16700,10,2018-09-26,2018-09-29,,,107.0
16701,16701,1,2018-05-05,2018-05-08,,,90.0
16702,16702,2,2018-06-03,2018-06-06,,,132.0
16703,16703,33,2018-12-25,2018-12-28,2018-12-25,2018-12-28,140.0
16704,16704,4,2018-09-02,2018-09-03,2018-09-02,2018-09-03,119.0
16705,16705,5,2018-05-07,2018-05-10,2018-05-07,2018-05-10,116.1
16706,16706,6,2017-10-11,2017-10-13,2017-10-11,2017-10-13,123.0
16707,16707,37,2018-06-14,2018-06-17,2018-06-14,2018-06-17,90.0
16708,16708,38,2017-10-30,2017-11-02,2017-10-30,2017-11-02,98.67
16709,16709,9,2018-06-05,2018-06-09,2018-06-05,2018-06-09,110.08
16710,16710,40,2018-10-07,2018-10-10,2018-10-07,2018-10-10,132.3
16711,16711,1,2018-10-22,2018-10-26,,,89.25
16712,16712,2,2017-08-15,2017-08-20,,,76.5
16713,16713,3,2018-12-13,2018-12-14,2018-12-13,2018-12-14,67.0
16714,16714,4,2018-10-21,2018-10-23,,,96.3
16715,16715,5,2018-11-04,2018-11-07,,,89.0
16716,16716,6,2018-04-21,2018-04-23,2018-04-21,2018-04-23,119.0
16717,16717,7,2018-09-09,2018-09-13,,,154.0
16718,16718,8,2018-04-20,2018-04-24,,,62.8
16719,16719,9,2018-06-23,2018-06-24,2018-06-23,2018-06-24,95.0
16720,16720,10,2018-04-25,2018-04-26,,,148.5
16721,16721,1,2018-07-20,2018-07-23,,,96.73
16722,16722,2,2017-08-18,2017-08-20,2017-08-18,2017-08-20,90.0
16723,16723,53,2018-08-10,2018-08-12,2018-08-10,2018-08-12,240.0
16724,16724,4,2018-12-07,2018-12-10,,,86.4
16725,16725,35,2018-09-07,2018-09-11,,,158.85
16726,16726,6,2018-11-03,2018-11-06,,,89.0
16727,16727,7,2018-04-07,2018-04-10,2018-04-07,2018-04-10,85.5
16728,16728,8,2018-06-14,2018-06-17,2018-06-14,2018-06-17,120.0
16729,16729,9,2018-01-04,2018-01-10,2018-01-04,2018-01-10,92.0
16730,16730,40,2018-12-05,2018-12-08,2018-12-05,2018-12-08,140.0
16731,16731,1,2018-04-12,2018-04-13,,,95.0
16732,16732,2,2018-05-11,2018-05-16,,,100.3
16733,16733,33,2018-06-18,2018-06-23,,,156.0
16734,16734,4,2018-03-04,2018-03-09,2018-03-04,2018-03-09,65.0
16735,16735,5,2018-08-24,2018-08-27,2018-08-24,2018-08-27,108.3
16736,16736,6,2018-12-16,2018-12-19,,,79.2
16737,16737,7,2018-05-05,2018-05-08,2018-05-05,2018-05-08,99.9
16738,16738,8,2018-03-27,2018-03-29,2018-03-27,2018-03-29,107.1
16739,16739,9,2018-10-13,2018-10-16,2018-10-13,2018-10-16,105.0
16740,16740,10,2018-02-17,2018-02-20,2018-02-17,2018-02-20,75.0
16741,16741,1,2018-10-29,2018-11-01,2018-10-29,2018-11-01,142.19
16742,16742,2,2018-11-25,2018-11-26,2018-11-25,2018-11-26,111.0
16743,16743,3,2018-04-18,2018-04-23,,,82.4
16744,16744,4,2018-03-28,2018-04-03,,,119.7
16745,16745,5,2018-05-06,2018-05-09,2018-05-06,2018-05-09,80.75
16746,16746,6,2018-06-07,2018-06-10,,,130.0
16747,16747,7,2017-11-10,2017-11-14,2017-11-10,2017-11-14,43.5
16748,16748,8,2018-09-06,2018-09-10,,,128.85
16749,16749,9,2018-03-12,2018-03-13,2018-03-12,2018-03-13,81.9
16750,16750,40,2017-10-19,2017-10-20,2017-10-19,2017-10-20,155.0
16751,16751,1,2018-02-01,2018-02-03,2018-02-01,2018-02-03,86.0
16752,16752,2,2018-03-17,2018-03-20,2018-03-17,2018-03-20,80.0
16753,16753,3,2017-12-27,2017-12-30,2017-12-27,2017-12-30,102.3
16754,16754,4,2018-03-11,2018-03-14,2018-03-11,2018-03-14,54.75
16755,16755,55,2018-03-28,2018-04-02,2018-03-28,2018-04-02,215.0
16756,16756,36,2018-09-22,2018-09-25,2018-09-22,2018-09-25,159.3
16757,16757,7,2018-11-04,2018-11-07,,,89.0
16758,16758,8,2018-11-02,2018-11-03,2018-11-02,2018-11-03,100.0
16759,16759,9,2018-05-18,2018-05-20,2018-05-18,2018-05-20,111.6
16760,16760,10,2018-12-12,2018-12-13,,,79.2
16761,16761,1,2018-07-01,2018-07-05,2018-07-01,2018-07-05,80.75
16762,16762,2,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
16763,16763,3,2018-07-25,2018-07-28,,,105.3
16764,16764,34,2018-10-15,2018-10-19,2018-10-15,2018-10-19,158.4
16765,16765,5,2017-09-09,2017-09-11,2017-09-09,2017-09-11,100.0
16766,16766,6,2018-10-06,2018-10-10,2018-10-06,2018-10-10,85.0
16767,16767,37,2018-11-05,2018-11-14,2018-11-05,2018-11-14,115.68
16768,16768,8,2018-03-20,2018-03-21,2018-03-20,2018-03-21,88.2
16769,16769,9,2018-10-11,2018-10-13,2018-10-11,2018-10-13,120.0
16770,16770,40,2018-07-25,2018-07-31,,,130.05
16771,16771,31,2018-12-29,2019-01-03,2018-12-29,2019-01-03,125.8
16772,16772,2,2018-10-13,2018-10-16,2018-10-13,2018-10-16,105.0
16773,16773,3,2018-05-05,2018-05-08,2018-05-05,2018-05-08,144.0
16774,16774,4,2018-12-16,2018-12-17,2018-12-16,2018-12-17,67.0
16775,16775,5,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
16776,16776,6,2017-08-17,2017-08-20,2017-08-17,2017-08-20,153.0
16777,16777,7,2018-06-08,2018-06-09,2018-06-08,2018-06-09,115.0
16778,16778,8,2018-05-03,2018-05-05,,,116.1
16779,16779,9,2018-02-24,2018-02-25,2018-02-24,2018-02-25,65.0
16780,16780,10,2018-06-23,2018-06-24,,,90.9
16781,16781,1,2018-04-19,2018-04-20,2018-04-19,2018-04-20,99.9
16782,16782,2,2017-09-11,2017-09-12,2017-09-11,2017-09-12,104.0
16783,16783,3,2017-09-09,2017-09-12,2017-09-09,2017-09-12,100.0
16784,16784,4,2018-11-25,2018-11-27,,,90.0
16785,16785,5,2018-11-25,2018-11-27,2018-11-25,2018-11-27,88.0
16786,16786,6,2018-03-04,2018-03-07,,,71.1
16787,16787,7,2017-10-14,2017-10-19,2017-10-14,2017-10-19,89.25
16788,16788,8,2018-11-03,2018-11-06,,,93.6
16789,16789,9,2018-05-06,2018-05-07,,,135.9
16790,16790,10,2017-07-01,2017-07-03,,,101.5
16791,16791,1,2018-07-30,2018-08-01,,,109.0
16792,16792,2,2018-11-20,2018-12-05,,,74.8
16793,16793,3,2018-08-03,2018-08-08,,,123.75
16794,16794,4,2018-12-26,2018-12-30,,,54.09
16795,16795,5,2018-09-11,2018-09-13,2018-09-11,2018-09-13,98.0
16796,16796,6,2018-06-26,2018-06-27,2018-06-26,2018-06-27,86.6
16797,16797,7,2017-10-30,2017-11-01,2017-10-30,2017-11-01,104.0
16798,16798,38,2018-04-21,2018-04-24,2018-04-21,2018-04-24,137.7
16799,16799,9,2018-06-21,2018-06-24,2018-06-21,2018-06-24,102.9
16800,16800,10,2017-08-19,2017-08-25,2017-08-19,2017-08-25,76.5
16801,16801,1,2018-09-22,2018-09-26,,,118.8
16802,16802,2,2018-11-01,2018-11-04,,,110.0
16803,16803,3,2018-07-01,2018-07-05,2018-07-01,2018-07-05,90.95
16804,16804,4,2017-09-16,2017-09-22,2017-09-16,2017-09-22,89.25
16805,16805,5,2018-02-06,2018-02-08,,,75.0
16806,16806,6,2018-08-31,2018-09-04,2018-08-31,2018-09-04,109.8
16807,16807,7,2018-08-22,2018-08-24,2018-08-22,2018-08-24,128.0
16808,16808,8,2018-06-10,2018-06-13,2018-06-10,2018-06-13,90.67
16809,16809,9,2018-04-09,2018-04-11,2018-04-09,2018-04-11,70.0
16810,16810,40,2018-05-03,2018-05-05,2018-05-03,2018-05-05,177.0
16811,16811,1,2018-07-03,2018-07-06,2018-07-03,2018-07-06,107.1
16812,16812,2,2018-07-06,2018-07-08,2018-07-06,2018-07-08,139.0
16813,16813,33,2018-03-14,2018-03-16,2018-03-14,2018-03-16,123.3
16814,16814,4,2017-09-20,2017-09-22,2017-09-20,2017-09-22,100.0
16815,16815,5,2018-07-01,2018-07-02,2018-07-01,2018-07-02,152.1
16816,16816,6,2018-04-18,2018-04-22,2018-04-18,2018-04-22,82.45
16817,16817,37,2018-11-08,2018-11-09,2018-11-08,2018-11-09,224.0
16818,16818,8,2018-06-06,2018-06-08,2018-06-06,2018-06-08,110.0
16819,16819,9,2018-03-12,2018-03-17,,,78.26
16820,16820,10,2018-02-20,2018-02-24,2018-02-20,2018-02-24,75.95
16821,16821,31,2018-08-26,2018-08-29,2018-08-26,2018-08-29,155.6
16822,16822,2,2018-05-13,2018-05-15,,,185.85
16823,16823,3,2017-12-24,2017-12-29,2017-12-24,2017-12-29,62.8
16824,16824,4,2018-05-09,2018-05-13,,,99.45
16825,16825,5,2018-09-23,2018-09-25,2018-09-23,2018-09-25,128.8
16826,16826,6,2018-08-29,2018-09-04,,,90.95
16827,16827,17,2018-06-03,2018-06-05,2018-06-03,2018-06-05,100.0
16828,16828,38,2018-08-24,2018-08-28,,,101.45
16829,16829,9,2018-11-25,2018-11-26,,,95.0
16830,16830,10,2017-12-03,2017-12-04,2017-12-03,2017-12-04,79.0
16831,16831,31,2018-10-21,2018-10-28,2018-10-21,2018-10-28,129.34
16832,16832,2,2018-01-19,2018-01-21,2018-01-19,2018-01-21,77.5
16833,16833,3,2018-11-04,2018-11-07,,,89.0
16834,16834,34,2017-10-19,2017-10-21,2017-10-19,2017-10-21,113.0
16835,16835,5,2018-12-08,2018-12-11,2018-12-08,2018-12-11,93.6
16836,16836,6,2018-06-06,2018-06-08,2018-06-06,2018-06-08,93.0
16837,16837,57,2018-01-15,2018-01-17,2018-01-15,2018-01-17,150.3
16838,16838,8,2018-09-12,2018-09-13,2018-09-12,2018-09-13,108.0
16839,16839,39,2018-03-20,2018-03-24,2018-03-20,2018-03-24,119.75
16840,16840,10,2018-05-07,2018-05-09,,,114.0
16841,16841,1,2018-08-18,2018-08-20,,,115.0
16842,16842,2,2018-12-28,2018-12-31,2018-12-28,2018-12-31,109.33
16843,16843,3,2017-07-01,2017-07-03,,,101.5
16844,16844,4,2018-03-07,2018-03-13,2018-03-07,2018-03-13,114.67
16845,16845,55,2018-10-13,2018-10-14,2018-10-13,2018-10-14,229.0
16846,16846,6,2018-11-14,2018-11-19,2018-11-14,2018-11-19,88.4
16847,16847,7,2018-06-28,2018-07-02,2018-06-28,2018-07-02,90.95
16848,16848,8,2017-09-18,2017-09-20,2017-09-18,2017-09-20,109.0
16849,16849,9,2018-10-11,2018-10-12,,,108.0
16850,16850,10,2018-11-01,2018-11-04,,,110.0
16851,16851,1,2017-12-26,2017-12-30,2017-12-26,2017-12-30,55.0
16852,16852,2,2017-10-26,2017-10-28,2017-10-26,2017-10-28,76.5
16853,16853,3,2018-08-21,2018-08-25,2018-08-21,2018-08-25,90.95
16854,16854,4,2018-06-24,2018-06-26,,,95.0
16855,16855,5,2017-11-30,2017-12-01,2017-11-30,2017-12-01,64.8
16856,16856,6,2018-12-02,2018-12-04,2018-12-02,2018-12-04,52.0
16857,16857,7,2017-08-29,2017-08-30,2017-08-29,2017-08-30,67.0
16858,16858,8,2018-02-27,2018-03-03,2018-02-27,2018-03-03,87.0
16859,16859,39,2017-09-19,2017-09-25,2017-09-19,2017-09-25,162.5
16860,16860,20,2018-07-15,2018-07-16,,,86.75
16861,16861,1,2018-05-31,2018-06-04,2018-05-31,2018-06-04,87.67
16862,16862,32,2018-10-07,2018-10-08,,,168.3
16863,16863,3,2018-11-01,2018-11-03,2018-11-01,2018-11-03,112.0
16864,16864,4,2018-01-16,2018-01-17,,,78.3
16865,16865,5,2017-09-22,2017-09-25,2017-09-22,2017-09-25,116.0
16866,16866,36,2017-10-24,2017-10-26,2017-10-24,2017-10-26,136.0
16867,16867,7,2018-09-08,2018-09-11,,,125.1
